moisture,nitrogen,phosphorus,potassium,soil_type,crop
43.98,36,0,0,Loamy,Sugarcane
64.9,15,15,13,Sandy,Paddy
39.33,40,0,2,Clayey,Barley
58.09,39,0,0,Loamy,Pulses
23.25,13,6,2,Loamy,Barley
35.2,25,24,4,Sandy,Oil seeds
54.62,20,14,4,Loamy,Tobacco
50.92,39,0,0,Sandy,Oil seeds
37.02,21,20,2,Clayey,Tobacco
44.22,13,36,0,Sandy,Cotton
60.39,14,33,10,Loamy,Maize
37.7,26,16,0,Black,Ground Nuts
58.82,10,4,4,Loamy,Barley
54.2,3,35,5,Red,Tobacco
65.07,8,15,0,Sandy,Barley
67.53,21,22,4,Sandy,Ground Nuts
36.65,31,0,0,Black,Sugarcane
20.42,7,41,3,Loamy,Oil seeds
47.11,22,21,0,Sandy,Barley
58.98,12,24,5,Black,Ground Nuts
45.64,14,14,1,Black,Millets
41.17,15,39,3,Loamy,Maize
35.13,1,14,14,Loamy,Ground Nuts
43.85,38,1,1,Loamy,Pulses
22,9,17,20,Red,Cotton
43.51,10,43,0,Loamy,Wheat
37.01,30,0,0,Clayey,Sugarcane
52.78,45,0,0,Sandy,Tobacco
53.21,17,28,3,Loamy,Cotton
55.06,14,36,1,Loamy,Wheat
53.36,27,18,0,Black,Ground Nuts
47.37,1,15,15,Red,Barley
59.53,13,13,15,Sandy,Ground Nuts
47.81,42,2,2,Clayey,Cotton
27.29,15,38,0,Black,Wheat
20.39,17,41,0,Red,Wheat
61.34,10,35,5,Loamy,Pulses
37.06,10,19,16,Clayey,Maize
33.67,15,9,2,Loamy,Sugarcane
70,22,16,0,Red,Paddy
51.6,22,25,0,Loamy,Ground Nuts
46.81,8,12,17,Loamy,Barley
52.3,14,39,3,Red,Maize
44.85,19,21,0,Red,Wheat
37.96,24,20,0,Clayey,Maize
69.62,7,11,7,Red,Wheat
36.14,12,13,0,Black,Maize
46.3,45,0,1,Black,Cotton
61.39,7,37,8,Sandy,Oil seeds
31.58,16,44,0,Sandy,Ground Nuts
65.9,16,10,0,Sandy,Pulses
50.77,6,34,4,Sandy,Wheat
38.71,39,0,0,Red,Millets
52.1,13,35,0,Loamy,Pulses
41.47,34,0,3,Red,Cotton
56.45,36,3,0,Clayey,Wheat
40.61,39,0,4,Loamy,Pulses
30.12,19,6,11,Red,Cotton
36.38,2,18,20,Clayey,Maize
26.29,13,41,2,Red,Tobacco
46.79,14,13,14,Sandy,Oil seeds
61.64,13,40,2,Loamy,Pulses
33.57,43,3,0,Sandy,Millets
30.92,43,1,0,Black,Millets
33.75,34,0,1,Red,Tobacco
23.7,27,17,2,Loamy,Sugarcane
38.91,41,0,0,Red,Oil seeds
62.44,8,19,9,Red,Barley
34.09,9,42,0,Clayey,Wheat
26.75,10,29,13,Black,Paddy
35.81,14,32,0,Red,Sugarcane
48.77,26,18,4,Clayey,Millets
53.19,41,0,2,Red,Millets
57.88,8,5,0,Sandy,Maize
38.75,2,24,18,Black,Oil seeds
31.63,39,0,0,Clayey,Cotton
49.61,20,26,0,Red,Paddy
23.96,38,1,2,Sandy,Oil seeds
32.73,3,31,5,Loamy,Cotton
58.76,9,19,17,Clayey,Tobacco
66.12,11,27,13,Clayey,Wheat
57.24,14,33,0,Sandy,Sugarcane
41.66,15,32,1,Sandy,Paddy
32.66,10,44,2,Sandy,Paddy
32.03,18,21,2,Sandy,Oil seeds
64.63,10,28,4,Loamy,Maize
44.06,16,17,3,Red,Tobacco
70,7,27,10,Sandy,Oil seeds
49.09,5,10,3,Red,Paddy
46.11,6,31,11,Black,Barley
30.27,12,9,4,Loamy,Tobacco
25.24,16,17,4,Red,Maize
37.39,37,0,3,Black,Cotton
48.35,7,27,3,Loamy,Barley
26.2,37,0,0,Black,Millets
39.64,11,6,0,Red,Barley
70,39,0,1,Sandy,Tobacco
44.99,5,24,20,Sandy,Paddy
60.98,5,17,3,Loamy,Pulses
56.18,9,16,17,Black,Maize
40.57,7,24,3,Clayey,Cotton
40.8,8,31,0,Clayey,Paddy
41.95,0,28,7,Clayey,Wheat
46.42,11,39,2,Black,Pulses
47.27,14,23,16,Sandy,Wheat
38.36,13,9,0,Clayey,Pulses
50.16,27,23,2,Loamy,Millets
61.11,15,36,2,Red,Maize
64.39,14,27,9,Clayey,Pulses
47.17,8,15,9,Loamy,Pulses
20.99,15,6,12,Loamy,Sugarcane
61.83,14,14,13,Black,Tobacco
55.16,1,33,7,Sandy,Sugarcane
43.21,13,11,6,Black,Pulses
36.58,43,0,0,Red,Cotton
40.1,27,14,1,Clayey,Cotton
43.04,11,17,0,Black,Wheat
43.41,10,34,0,Loamy,Wheat
44.43,16,10,0,Sandy,Barley
29.28,8,10,1,Clayey,Pulses
51.59,12,41,0,Red,Paddy
51.93,19,26,0,Loamy,Oil seeds
24.22,17,14,15,Sandy,Millets
44.89,44,0,1,Red,Millets
45.26,38,0,0,Loamy,Barley
43.15,34,0,0,Red,Cotton
46.64,1,17,21,Loamy,Oil seeds
32.72,7,17,11,Black,Maize
35.09,14,36,0,Red,Barley
30.94,2,16,20,Black,Millets
70,13,35,0,Black,Ground Nuts
36.42,20,17,0,Red,Millets
64.91,13,36,4,Black,Oil seeds
32.85,41,2,1,Sandy,Sugarcane
43.28,33,0,2,Sandy,Barley
27.06,15,18,1,Red,Tobacco
70,40,0,2,Loamy,Paddy
52.01,11,8,1,Black,Barley
59.21,4,34,6,Black,Millets
58.06,6,8,2,Clayey,Barley
34.69,17,20,16,Sandy,Sugarcane
70,10,26,4,Sandy,Millets
65.55,34,0,0,Loamy,Barley
57.2,42,0,0,Sandy,Wheat
40.77,14,5,0,Clayey,Oil seeds
50.87,8,39,0,Sandy,Oil seeds
30.17,2,18,14,Red,Maize
32.38,38,0,0,Loamy,Wheat
32.35,10,13,16,Black,Ground Nuts
35.27,10,10,18,Red,Wheat
43.74,25,20,1,Red,Oil seeds
32.33,12,6,0,Loamy,Barley
43.38,32,0,0,Sandy,Wheat
34.4,40,2,0,Sandy,Sugarcane
37.28,12,16,0,Loamy,Cotton
47.78,10,12,2,Sandy,Oil seeds
41.86,23,22,4,Loamy,Maize
25.54,17,32,0,Black,Barley
35.8,16,35,0,Clayey,Ground Nuts
39.8,16,13,3,Clayey,Barley
57.48,13,16,12,Sandy,Tobacco
50.92,36,0,1,Red,Sugarcane
49.52,37,0,0,Red,Barley
26.03,37,0,0,Sandy,Tobacco
28.6,12,39,4,Loamy,Paddy
37.26,36,0,0,Black,Ground Nuts
64.03,41,0,0,Black,Oil seeds
29.04,27,20,1,Red,Sugarcane
40.11,25,32,0,Sandy,Sugarcane
56.82,8,28,13,Black,Oil seeds
63.95,24,19,0,Black,Ground Nuts
55.39,38,4,2,Red,Barley
37.01,22,27,0,Black,Millets
43.94,37,0,0,Clayey,Paddy
48.66,23,19,3,Sandy,Cotton
58.07,35,0,0,Sandy,Pulses
62.2,6,7,0,Sandy,Cotton
45.67,19,44,0,Clayey,Maize
37.49,18,40,0,Clayey,Cotton
41.97,34,4,2,Clayey,Barley
31.53,38,1,4,Sandy,Ground Nuts
34.12,18,19,0,Loamy,Cotton
35.35,14,41,4,Clayey,Ground Nuts
29.06,5,31,12,Clayey,Pulses
23.05,30,3,4,Loamy,Wheat
41.18,18,22,0,Black,Pulses
40.95,16,14,6,Sandy,Millets
56.98,9,34,0,Sandy,Millets
33.78,18,22,4,Black,Barley
47.09,10,11,15,Red,Oil seeds
49.62,24,24,0,Black,Wheat
44.85,38,4,2,Clayey,Oil seeds
48.69,16,45,0,Loamy,Paddy
32.44,11,26,13,Clayey,Sugarcane
42.5,17,8,0,Clayey,Sugarcane
20,15,44,0,Sandy,Sugarcane
32.74,13,13,0,Loamy,Tobacco
46.14,27,20,0,Black,Pulses
42.4,33,0,2,Black,Barley
53,15,39,1,Black,Cotton
31.91,11,37,2,Black,Cotton
37.89,35,0,4,Sandy,Millets
70,10,33,0,Red,Pulses
45.96,27,19,0,Sandy,Cotton
31.96,11,33,9,Clayey,Cotton
43.51,11,45,0,Loamy,Pulses
44.93,20,22,2,Red,Ground Nuts
35.49,12,37,3,Loamy,Maize
57.46,12,44,0,Sandy,Barley
41.21,45,4,1,Clayey,Millets
24.64,6,15,21,Red,Paddy
32.94,41,0,1,Loamy,Ground Nuts
29.06,35,0,0,Red,Millets
59.48,11,40,4,Red,Wheat
30.97,13,6,0,Loamy,Wheat
31.91,9,13,4,Red,Sugarcane
48.45,10,18,18,Sandy,Oil seeds
41.44,11,9,0,Black,Pulses
34.64,22,26,0,Red,Millets
34.65,19,23,0,Black,Ground Nuts
47.61,8,10,0,Black,Sugarcane
52.13,6,26,13,Black,Cotton
46.31,23,20,0,Black,Tobacco
59.65,13,11,0,Clayey,Wheat
60.78,18,36,0,Red,Millets
20,6,27,5,Red,Tobacco
31.46,11,15,0,Loamy,Oil seeds
29.64,17,11,11,Black,Pulses
28.11,15,16,18,Loamy,Barley
31.19,10,19,0,Clayey,Paddy
53.32,20,14,2,Sandy,Ground Nuts
42.29,8,31,3,Loamy,Sugarcane
59.12,10,33,8,Red,Pulses
25.06,45,0,0,Sandy,Barley
45.45,8,9,0,Sandy,Barley
43.56,2,18,14,Clayey,Maize
28.8,10,41,1,Loamy,Barley
62.23,42,3,0,Black,Oil seeds
40.38,9,19,15,Black,Sugarcane
30.54,38,3,0,Sandy,Oil seeds
31.04,8,16,17,Red,Paddy
55.59,25,23,0,Loamy,Millets
23.6,22,15,1,Loamy,Barley
53.98,8,8,0,Red,Cotton
49.66,14,18,2,Red,Barley
43.57,8,34,0,Loamy,Barley
48.49,20,23,1,Loamy,Maize
56.75,6,26,13,Black,Millets
50.43,18,18,0,Black,Maize
44.75,4,17,18,Sandy,Pulses
44.01,5,26,11,Red,Paddy
39.19,37,3,3,Red,Paddy
44.43,41,0,0,Sandy,Pulses
34.85,11,19,1,Loamy,Oil seeds
40.04,4,19,20,Black,Tobacco
46.26,17,15,14,Sandy,Sugarcane
62.24,10,10,2,Black,Cotton
44.05,14,10,3,Black,Millets
56.35,15,31,0,Sandy,Barley
39.74,22,21,2,Loamy,Oil seeds
52.22,34,1,0,Black,Oil seeds
64.1,9,11,2,Red,Sugarcane
65.23,30,0,4,Black,Wheat
36.33,37,0,0,Loamy,Maize
45.12,11,32,12,Clayey,Oil seeds
44.2,18,16,0,Clayey,Tobacco
70,36,0,1,Loamy,Wheat
48.07,11,7,0,Clayey,Millets
47.26,11,11,0,Black,Millets
52.58,6,13,1,Black,Maize
26.05,25,18,0,Black,Cotton
28.28,16,36,0,Clayey,Paddy
58.28,12,28,8,Sandy,Barley
45.24,4,25,10,Sandy,Paddy
36.85,22,26,0,Loamy,Paddy
37.32,12,36,0,Black,Oil seeds
36.99,7,17,12,Sandy,Ground Nuts
21.67,17,18,21,Sandy,Ground Nuts
21.84,42,0,0,Clayey,Millets
31.22,34,1,0,Red,Paddy
44.73,26,21,3,Sandy,Tobacco
37.62,12,32,3,Loamy,Barley
65.55,7,4,0,Black,Sugarcane
33.26,7,44,2,Clayey,Millets
42.89,19,20,2,Black,Barley
45.18,7,46,0,Sandy,Tobacco
20,11,39,0,Clayey,Paddy
51.02,11,19,6,Sandy,Barley
42.69,9,15,12,Clayey,Wheat
47.92,26,23,0,Red,Paddy
34.66,45,0,2,Red,Sugarcane
46.18,9,44,0,Sandy,Cotton
67.79,12,15,13,Loamy,Ground Nuts
43.97,20,25,3,Black,Millets
33.09,8,30,0,Loamy,Pulses
35.97,37,0,0,Red,Ground Nuts
43.66,7,38,0,Clayey,Tobacco
47.09,4,25,6,Clayey,Paddy
54.7,7,11,8,Loamy,Ground Nuts
40.58,20,21,0,Black,Millets
34.87,37,0,3,Black,Barley
36.05,35,0,2,Black,Pulses
28.85,16,7,10,Clayey,Wheat
51.85,17,16,4,Loamy,Maize
50.99,4,33,7,Clayey,Barley
68.26,11,12,12,Clayey,Millets
44.21,18,14,0,Clayey,Cotton
35.03,25,15,0,Red,Sugarcane
40.3,7,4,3,Clayey,Ground Nuts
55.61,20,20,0,Black,Cotton
65.07,39,0,0,Black,Wheat
38.46,10,14,0,Red,Tobacco
25.87,41,1,0,Clayey,Wheat
20,13,27,11,Black,Barley
28.8,43,1,0,Clayey,Sugarcane
39.93,37,3,3,Sandy,Paddy
37.85,26,27,0,Loamy,Cotton
27,32,4,0,Black,Tobacco
58.78,10,15,18,Loamy,Ground Nuts
57.85,26,17,4,Red,Cotton
21.85,11,37,0,Black,Wheat
23.15,10,41,2,Clayey,Cotton
29.15,10,14,0,Red,Sugarcane
25.46,15,20,18,Red,Pulses
55.28,8,31,8,Black,Millets
20,10,27,3,Black,Barley
32.46,20,21,0,Clayey,Oil seeds
45.6,6,13,0,Sandy,Pulses
49.63,42,0,3,Black,Tobacco
50.06,5,28,8,Sandy,Ground Nuts
27.47,10,41,0,Clayey,Pulses
46.61,35,1,3,Loamy,Tobacco
59.52,38,1,0,Red,Barley
45.65,38,0,4,Loamy,Ground Nuts
40.76,8,17,15,Loamy,Cotton
47.91,9,36,0,Red,Sugarcane
54.84,9,36,0,Black,Cotton
28.23,8,25,5,Red,Cotton
36.23,10,18,17,Clayey,Sugarcane
67.14,15,33,0,Clayey,Tobacco
33.26,12,13,14,Sandy,Millets
34.44,8,11,11,Sandy,Paddy
45.81,0,32,13,Loamy,Oil seeds
32.62,3,32,4,Black,Barley
60.37,11,11,0,Loamy,Maize
36.15,35,4,0,Black,Tobacco
52.61,24,25,4,Clayey,Sugarcane
28.3,4,31,14,Red,Maize
42.18,10,13,22,Red,Millets
33.71,32,0,0,Black,Sugarcane
70,31,3,0,Red,Cotton
37.35,8,16,4,Red,Maize
39.17,21,22,4,Clayey,Oil seeds
48.76,10,10,2,Red,Ground Nuts
24.3,12,28,10,Clayey,Barley
27.39,19,35,0,Black,Paddy
52.11,16,6,1,Sandy,Millets
43.98,38,0,2,Black,Tobacco
30.37,42,0,0,Clayey,Wheat
49.89,38,0,2,Black,Barley
62.26,14,13,0,Red,Barley
49.4,12,33,7,Sandy,Millets
25.84,11,9,10,Sandy,Sugarcane
33.31,15,39,4,Sandy,Tobacco
41.87,10,15,4,Sandy,Pulses
50.19,8,10,14,Red,Oil seeds
31.59,8,22,19,Black,Cotton
40.35,24,22,0,Black,Maize
41.41,9,8,8,Loamy,Cotton
54.41,11,29,12,Black,Paddy
43.06,10,32,0,Black,Paddy
20.51,45,4,0,Black,Paddy
53.73,12,31,12,Loamy,Millets
60.87,10,28,5,Sandy,Tobacco
45.19,7,28,4,Loamy,Paddy
35.2,13,38,0,Red,Paddy
43.9,2,21,19,Black,Pulses
20.99,3,33,4,Clayey,Maize
69.28,36,2,0,Clayey,Tobacco
41.62,45,0,0,Sandy,Barley
61.71,7,31,8,Black,Pulses
40.7,18,27,3,Red,Pulses
36.72,42,2,0,Red,Barley
41.09,26,14,0,Black,Cotton
36.26,26,20,1,Sandy,Paddy
28.65,44,0,3,Clayey,Maize
31.3,8,43,4,Sandy,Sugarcane
58.47,14,36,0,Loamy,Tobacco
37.94,16,31,1,Loamy,Sugarcane
43.22,21,23,0,Black,Sugarcane
62.67,12,11,17,Black,Ground Nuts
63,6,28,7,Sandy,Maize
48.74,3,29,4,Black,Ground Nuts
40.89,15,45,0,Loamy,Paddy
42.74,5,18,21,Sandy,Sugarcane
29.29,21,19,0,Red,Paddy
55.34,22,21,0,Clayey,Maize
37.71,18,27,0,Black,Tobacco
31.87,23,21,0,Loamy,Tobacco
25.72,13,35,3,Sandy,Barley
64.17,35,0,0,Sandy,Maize
36.07,12,33,6,Red,Ground Nuts
49.02,21,19,2,Black,Ground Nuts
59.96,7,35,7,Loamy,Millets
38.52,40,0,0,Red,Barley
65.79,13,13,0,Sandy,Sugarcane
48.62,16,13,11,Black,Ground Nuts
38.35,11,16,0,Black,Paddy
60.35,5,25,11,Clayey,Ground Nuts
34.99,26,19,3,Loamy,Paddy
44.03,18,16,1,Sandy,Barley
49.02,7,38,0,Clayey,Millets
33.57,8,31,8,Clayey,Paddy
49.13,35,0,2,Red,Ground Nuts
66.23,8,29,7,Loamy,Wheat
52.35,10,29,8,Clayey,Oil seeds
61.06,10,12,2,Clayey,Sugarcane
32.44,22,20,0,Loamy,Sugarcane
49.57,7,28,12,Clayey,Maize
50.09,33,0,0,Red,Maize
37.59,26,22,0,Clayey,Barley
22.83,15,37,0,Sandy,Sugarcane
30.56,9,12,0,Loamy,Pulses
43.5,16,45,1,Loamy,Barley
60.1,8,9,10,Loamy,Barley
45.57,9,33,0,Sandy,Ground Nuts
24.91,10,12,3,Sandy,Barley
50.89,19,23,0,Black,Cotton
20.45,12,30,14,Loamy,Oil seeds
41.08,37,0,0,Clayey,Wheat
47.6,22,26,3,Black,Cotton
52.82,2,16,18,Black,Tobacco
40.47,16,42,0,Black,Paddy
30.19,16,41,3,Loamy,Barley
70,13,17,14,Sandy,Maize
30,34,0,0,Black,Millets
31.24,9,43,1,Black,Sugarcane
32.1,36,2,2,Loamy,Cotton
50.5,7,9,0,Black,Pulses
20.23,13,9,0,Black,Cotton
59.78,3,27,8,Sandy,Sugarcane
40.95,22,16,0,Clayey,Maize
50.78,7,46,0,Loamy,Barley
24.47,14,38,0,Black,Sugarcane
43.35,5,11,0,Sandy,Tobacco
44.6,13,30,9,Red,Cotton
23.76,36,0,0,Loamy,Oil seeds
30.97,35,0,0,Sandy,Sugarcane
39.05,11,39,2,Red,Paddy
52.62,18,14,2,Clayey,Tobacco
68.56,34,2,3,Clayey,Pulses
65.51,28,23,0,Sandy,Sugarcane
35.38,13,36,0,Sandy,Wheat
49.7,27,24,0,Red,Wheat
35.37,4,16,23,Clayey,Cotton
64.67,5,29,7,Sandy,Pulses
41.31,11,38,1,Clayey,Tobacco
41.09,8,24,6,Sandy,Sugarcane
44.46,43,1,0,Sandy,Paddy
58.59,14,28,4,Red,Oil seeds
50.66,13,36,0,Black,Pulses
36.5,42,0,1,Clayey,Sugarcane
48.85,20,22,0,Sandy,Paddy
36.86,15,7,0,Red,Tobacco
26.04,36,0,0,Loamy,Sugarcane
49.22,20,31,1,Clayey,Wheat
35.09,19,25,0,Black,Tobacco
37.42,39,0,0,Clayey,Sugarcane
22.72,6,27,7,Loamy,Ground Nuts
25,42,0,0,Black,Paddy
34.22,8,24,5,Red,Ground Nuts
63.21,10,31,3,Sandy,Maize
30.9,14,42,1,Red,Wheat
49.49,22,15,0,Clayey,Cotton
24.3,13,7,12,Black,Maize
57.25,30,0,0,Sandy,Paddy
42.86,27,23,0,Clayey,Maize
27.14,16,11,0,Loamy,Barley
26.71,5,35,8,Red,Cotton
67.27,5,30,6,Loamy,Barley
24.12,33,0,0,Clayey,Maize
32.78,42,0,0,Black,Cotton
32.25,41,1,2,Clayey,Sugarcane
38.43,8,9,4,Loamy,Tobacco
52.89,12,25,7,Black,Paddy
40.68,12,42,2,Sandy,Paddy
28.26,8,10,1,Sandy,Paddy
50.17,8,38,1,Black,Ground Nuts
35.01,27,18,0,Red,Barley
44.37,23,20,3,Black,Wheat
54.47,26,16,2,Loamy,Millets
40.62,11,43,4,Black,Cotton
35.13,16,24,0,Clayey,Paddy
30.58,23,18,2,Loamy,Cotton
25.94,9,45,2,Sandy,Cotton
42.17,25,26,4,Loamy,Wheat
58.19,8,22,14,Loamy,Wheat
33.36,12,13,0,Clayey,Paddy
47.98,41,0,0,Clayey,Millets
47.87,24,19,0,Black,Wheat
46.49,14,36,0,Clayey,Pulses
52.48,22,16,0,Red,Paddy
59.46,13,30,0,Black,Millets
27.03,20,20,3,Clayey,Cotton
49.86,6,11,2,Sandy,Maize
44.67,12,14,0,Loamy,Barley
27.22,5,27,6,Loamy,Paddy
32.42,3,27,4,Clayey,Cotton
36.18,8,34,0,Clayey,Sugarcane
53.34,14,14,13,Sandy,Oil seeds
32.14,42,1,1,Loamy,Barley
31.16,21,19,2,Black,Ground Nuts
37.24,19,18,4,Black,Millets
45.2,9,6,0,Black,Ground Nuts
47.11,31,0,4,Sandy,Pulses
57.41,43,0,0,Loamy,Maize
47.14,36,0,0,Red,Sugarcane
27.13,13,14,6,Sandy,Pulses
40.75,35,0,4,Red,Sugarcane
37.93,42,0,0,Loamy,Barley
43.13,23,22,4,Sandy,Oil seeds
29.91,14,11,12,Clayey,Pulses
54.62,10,45,0,Loamy,Ground Nuts
45.68,25,23,0,Clayey,Ground Nuts
40.74,13,36,0,Sandy,Cotton
48.19,23,15,4,Black,Pulses
28.04,11,15,0,Loamy,Ground Nuts
43.16,25,25,4,Loamy,Barley
55.52,13,31,10,Clayey,Maize
28.44,34,2,0,Black,Cotton
27.78,12,38,4,Red,Wheat
42.69,38,4,1,Sandy,Ground Nuts
52.81,7,32,7,Red,Cotton
32.01,14,42,0,Sandy,Wheat
49.47,25,22,0,Loamy,Oil seeds
34.44,14,19,12,Black,Cotton
48.77,16,13,18,Loamy,Sugarcane
33.18,8,14,15,Red,Ground Nuts
39.03,14,16,0,Sandy,Wheat
54.3,11,36,5,Red,Wheat
42.16,42,0,0,Clayey,Oil seeds
48.81,13,8,0,Sandy,Oil seeds
34.22,22,23,2,Loamy,Cotton
35.86,31,4,0,Red,Barley
43.48,22,27,0,Red,Pulses
20,11,30,9,Clayey,Maize
37.72,10,12,15,Black,Paddy
38.15,20,17,0,Black,Oil seeds
35.39,11,45,0,Loamy,Millets
40.57,27,24,3,Red,Barley
20.56,38,0,0,Clayey,Sugarcane
25.59,7,42,0,Loamy,Millets
33.14,24,17,0,Red,Cotton
43.85,16,12,0,Black,Cotton
30.9,11,8,3,Clayey,Ground Nuts
49.37,11,10,17,Black,Tobacco
68.76,13,19,8,Clayey,Tobacco
20,8,13,15,Black,Oil seeds
35.37,13,8,0,Loamy,Maize
35.49,15,40,0,Black,Cotton
42.57,45,3,1,Red,Millets
54.97,8,32,7,Sandy,Maize
45.12,41,0,1,Black,Millets
62.52,8,25,4,Clayey,Millets
38.84,5,24,11,Red,Tobacco
41.74,9,16,8,Clayey,Barley
35.42,20,16,1,Clayey,Sugarcane
50.39,37,0,0,Black,Sugarcane
53.62,26,14,0,Clayey,Sugarcane
47.98,25,21,0,Red,Sugarcane
43.1,25,23,4,Black,Maize
39.03,6,15,4,Sandy,Barley
45.91,41,0,0,Loamy,Sugarcane
37.01,4,16,0,Red,Wheat
58.72,10,4,0,Black,Wheat
28.49,10,11,1,Sandy,Ground Nuts
37.18,17,9,4,Sandy,Oil seeds
57.54,11,33,7,Red,Paddy
58.43,5,31,9,Black,Sugarcane
39.74,6,39,4,Black,Pulses
20,8,25,5,Black,Maize
33.17,10,37,0,Clayey,Wheat
25.86,16,35,0,Clayey,Millets
36.95,8,14,15,Loamy,Maize
28.33,11,18,0,Sandy,Barley
28.99,39,0,0,Red,Wheat
45.6,37,0,3,Sandy,Oil seeds
47.95,7,20,14,Red,Ground Nuts
65.59,19,20,0,Red,Sugarcane
42.63,17,6,2,Black,Millets
39.46,41,0,0,Clayey,Barley
35.94,35,2,0,Black,Tobacco
61.22,5,30,7,Clayey,Tobacco
36.73,25,22,4,Red,Paddy
49.45,2,25,13,Sandy,Paddy
37.97,17,21,0,Sandy,Millets
37.17,33,4,0,Red,Millets
38.05,17,26,0,Loamy,Wheat
22.87,12,17,0,Sandy,Millets
59.75,11,26,7,Loamy,Cotton
69.58,14,33,0,Sandy,Cotton
53.34,10,13,3,Clayey,Barley
64.53,17,41,3,Loamy,Maize
34.87,23,19,2,Clayey,Wheat
20.39,9,20,18,Sandy,Wheat
53.11,5,24,19,Loamy,Oil seeds
58.52,4,10,0,Black,Barley
38.95,26,18,0,Clayey,Millets
49.84,10,12,13,Red,Oil seeds
54.36,12,16,13,Red,Barley
43.1,20,20,0,Red,Millets
28.55,9,22,20,Sandy,Cotton
36.66,9,22,6,Clayey,Cotton
32.34,20,18,0,Black,Wheat
56.12,9,14,8,Red,Oil seeds
37.35,17,41,4,Loamy,Pulses
51.2,17,32,0,Loamy,Maize
31.28,16,21,0,Black,Tobacco
41.84,14,37,4,Black,Wheat
36.8,8,9,4,Loamy,Maize
27.19,36,4,0,Clayey,Paddy
42.68,4,24,13,Sandy,Wheat
49.42,19,18,2,Red,Oil seeds
33.65,37,4,0,Sandy,Ground Nuts
57.81,5,17,0,Loamy,Sugarcane
59.25,13,19,16,Black,Barley
36.39,15,14,2,Sandy,Tobacco
20.31,13,13,15,Black,Oil seeds
61.32,35,4,0,Loamy,Tobacco
32.75,12,15,15,Loamy,Oil seeds
41.25,9,36,0,Sandy,Sugarcane
54.03,5,20,20,Red,Maize
33.13,8,10,0,Loamy,Paddy
50.97,17,40,0,Sandy,Oil seeds
58.41,28,18,1,Clayey,Paddy
41.51,20,13,4,Clayey,Cotton
63.09,8,12,13,Clayey,Oil seeds
38.35,25,17,1,Clayey,Wheat
28.43,11,15,12,Red,Pulses
58.93,9,29,6,Clayey,Tobacco
38.79,27,16,0,Black,Barley
57.79,23,20,0,Red,Cotton
21.5,10,9,0,Clayey,Tobacco
49.46,25,17,2,Clayey,Tobacco
69.54,39,0,0,Loamy,Oil seeds
47.38,3,16,14,Sandy,Paddy
40.82,5,30,12,Sandy,Pulses
50.99,22,27,0,Loamy,Maize
53.55,17,6,1,Black,Maize
56.75,11,27,4,Loamy,Paddy
55.41,18,37,0,Red,Maize
40.76,15,40,4,Clayey,Paddy
53.76,9,33,11,Black,Maize
60.63,26,19,1,Sandy,Wheat
38.85,12,31,4,Clayey,Ground Nuts
43.64,10,9,12,Clayey,Tobacco
56.76,10,27,11,Loamy,Tobacco
27.8,15,35,0,Sandy,Paddy
64.7,18,41,2,Red,Pulses
26.59,10,7,0,Red,Cotton
32.46,32,0,2,Clayey,Wheat
23.39,18,8,11,Loamy,Maize
38.08,12,37,2,Loamy,Barley
34.87,13,8,10,Clayey,Pulses
25.08,38,4,0,Sandy,Maize
30,15,11,0,Loamy,Sugarcane
55.43,7,14,2,Sandy,Maize
28.53,37,0,0,Loamy,Tobacco
59.88,42,0,0,Red,Barley
49.75,20,23,0,Red,Wheat
64.93,12,12,0,Red,Pulses
70,10,31,8,Loamy,Tobacco
44.62,17,12,3,Sandy,Barley
37.41,13,33,2,Sandy,Pulses
32.29,14,12,13,Red,Oil seeds
38.82,24,25,3,Clayey,Wheat
37.01,31,0,0,Clayey,Wheat
24.11,34,0,3,Red,Ground Nuts
37.36,17,14,0,Sandy,Wheat
57.38,4,28,13,Black,Paddy
46.25,8,14,2,Sandy,Paddy
41.26,17,37,4,Red,Oil seeds
37.37,12,40,1,Black,Maize
43.94,10,27,6,Clayey,Maize
36.81,26,17,3,Sandy,Wheat
41.51,40,2,2,Black,Millets
44.57,9,36,3,Black,Paddy
43.84,13,37,1,Loamy,Tobacco
52.38,26,21,3,Sandy,Barley
65.63,37,0,3,Black,Pulses
33.66,8,20,18,Clayey,Barley
39.38,25,21,2,Loamy,Millets
50.58,8,18,6,Clayey,Oil seeds
32.15,9,10,0,Loamy,Oil seeds
29.63,24,25,3,Red,Cotton
35.94,2,30,4,Loamy,Sugarcane
43.83,11,24,11,Black,Oil seeds
43.9,6,30,4,Red,Tobacco
64.23,14,10,4,Sandy,Barley
42.3,42,4,2,Loamy,Tobacco
36.08,19,18,0,Clayey,Pulses
56.95,11,31,0,Loamy,Sugarcane
40.64,11,14,1,Sandy,Paddy
64.22,14,16,7,Black,Pulses
34.25,35,0,2,Sandy,Sugarcane
29.33,18,20,0,Black,Millets
41.28,9,28,5,Red,Ground Nuts
34.23,10,31,10,Loamy,Paddy
50.02,14,13,10,Red,Barley
41.83,15,41,0,Loamy,Ground Nuts
32.81,11,40,0,Red,Wheat
24,38,0,1,Loamy,Maize
31.3,15,10,0,Sandy,Pulses
40.3,9,10,14,Red,Ground Nuts
58.67,10,14,3,Red,Tobacco
